ranking,query,sort_by_filter,video_id,video_url
7,suboxone detox,relevance,Kswanxs3aJA,https://www.youtube.com/watch?v=Kswanxs3aJA
8,suboxone detox,relevance,m9xpW_ykuGk,https://www.youtube.com/watch?v=m9xpW_ykuGk
9,suboxone detox,relevance,VCQocVnsDcI,https://www.youtube.com/watch?v=VCQocVnsDcI
10,suboxone detox,relevance,mMSF07j5A_I,https://www.youtube.com/watch?v=mMSF07j5A_I
1,suboxone detox,viewCount,awsIWHoVct8,https://www.youtube.com/watch?v=awsIWHoVct8
2,suboxone detox,viewCount,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
3,suboxone detox,viewCount,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
4,suboxone detox,viewCount,Gng8lM8gMGA,https://www.youtube.com/watch?v=Gng8lM8gMGA
5,suboxone detox,viewCount,JczoO7ogOS8,https://www.youtube.com/watch?v=JczoO7ogOS8
6,suboxone detox,viewCount,pXYZgeDaMqE,https://www.youtube.com/watch?v=pXYZgeDaMqE
7,suboxone detox,viewCount,2LRKvlpUCHM,https://www.youtube.com/watch?v=2LRKvlpUCHM
8,suboxone detox,viewCount,ARY2MYDCpys,https://www.youtube.com/watch?v=ARY2MYDCpys
9,suboxone detox,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
10,suboxone detox,viewCount,DiuJG3U_Oi0,https://www.youtube.com/watch?v=DiuJG3U_Oi0
1,suboxone detox,date,RZsff3VR4Jo,https://www.youtube.com/watch?v=RZsff3VR4Jo
2,suboxone detox,date,48h5bpQRaFA,https://www.youtube.com/watch?v=48h5bpQRaFA
3,suboxone detox,date,pK4WSQmAAxQ,https://www.youtube.com/watch?v=pK4WSQmAAxQ
4,suboxone detox,date,4C_p23DUsL8,https://www.youtube.com/watch?v=4C_p23DUsL8
5,suboxone detox,date,Ys3JxzJ1-yo,https://www.youtube.com/watch?v=Ys3JxzJ1-yo
6,suboxone detox,date,DFbE8kwzBvs,https://www.youtube.com/watch?v=DFbE8kwzBvs
7,suboxone detox,date,a7CG3Q25ZPM,https://www.youtube.com/watch?v=a7CG3Q25ZPM
8,suboxone detox,date,a3uMHhnBGz0,https://www.youtube.com/watch?v=a3uMHhnBGz0
9,suboxone detox,date,hj8h791StCk,https://www.youtube.com/watch?v=hj8h791StCk
10,suboxone detox,date,baDFjWSkZqo,https://www.youtube.com/watch?v=baDFjWSkZqo
1,suboxone detox,rating,uvYVmdgNQHE,https://www.youtube.com/watch?v=uvYVmdgNQHE
2,suboxone detox,rating,pLrcMoljmkw,https://www.youtube.com/watch?v=pLrcMoljmkw
3,suboxone detox,rating,RNTnvsUcI-s,https://www.youtube.com/watch?v=RNTnvsUcI-s
4,suboxone detox,rating,b86kn81EAYc,https://www.youtube.com/watch?v=b86kn81EAYc
5,suboxone detox,rating,o9lZ7qzvWrI,https://www.youtube.com/watch?v=o9lZ7qzvWrI
6,suboxone detox,rating,5spfDFIdQQo,https://www.youtube.com/watch?v=5spfDFIdQQo
7,suboxone detox,rating,xUKogx1pFlo,https://www.youtube.com/watch?v=xUKogx1pFlo
8,suboxone detox,rating,m_uV8UkTDKw,https://www.youtube.com/watch?v=m_uV8UkTDKw
9,suboxone detox,rating,MtaKM91I83A,https://www.youtube.com/watch?v=MtaKM91I83A
10,suboxone detox,rating,-MtmTAAaY80,https://www.youtube.com/watch?v=-MtmTAAaY80
1,suboxone high,relevance,PF5tF7daJD8,https://www.youtube.com/watch?v=PF5tF7daJD8
2,suboxone high,relevance,a_CfZdC_aSc,https://www.youtube.com/watch?v=a_CfZdC_aSc
3,suboxone high,relevance,TnYHKxUHgCs,https://www.youtube.com/watch?v=TnYHKxUHgCs
4,suboxone high,relevance,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
5,suboxone high,relevance,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
6,suboxone high,relevance,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
7,suboxone high,relevance,tQxRsis3hzs,https://www.youtube.com/watch?v=tQxRsis3hzs
8,suboxone high,relevance,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
9,suboxone high,relevance,QFDheWei-sM,https://www.youtube.com/watch?v=QFDheWei-sM
10,suboxone high,relevance,2HkfSvqNadE,https://www.youtube.com/watch?v=2HkfSvqNadE
1,suboxone high,viewCount,tQxRsis3hzs,https://www.youtube.com/watch?v=tQxRsis3hzs
2,suboxone high,viewCount,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
3,suboxone high,viewCount,Du0QmSzO_hE,https://www.youtube.com/watch?v=Du0QmSzO_hE
4,suboxone high,viewCount,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
5,suboxone high,viewCount,shK9f1id_2s,https://www.youtube.com/watch?v=shK9f1id_2s
6,suboxone high,viewCount,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
7,suboxone high,viewCount,bjQQ9SBN808,https://www.youtube.com/watch?v=bjQQ9SBN808
8,suboxone high,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
9,suboxone high,viewCount,nB7AmsGvCbw,https://www.youtube.com/watch?v=nB7AmsGvCbw
10,suboxone high,viewCount,kA4y2iyV6lI,https://www.youtube.com/watch?v=kA4y2iyV6lI
1,suboxone high,date,CV_V0Gt_8eQ,https://www.youtube.com/watch?v=CV_V0Gt_8eQ
2,suboxone high,date,-br0eexxhqE,https://www.youtube.com/watch?v=-br0eexxhqE
3,suboxone high,date,nRKdE2rX1sg,https://www.youtube.com/watch?v=nRKdE2rX1sg
4,suboxone high,date,AA56gBIXhwg,https://www.youtube.com/watch?v=AA56gBIXhwg
5,suboxone high,date,9Qu-UPwOjmA,https://www.youtube.com/watch?v=9Qu-UPwOjmA
6,suboxone high,date,ijTbnFuo81Y,https://www.youtube.com/watch?v=ijTbnFuo81Y
7,suboxone high,date,HDR3rL3w_KU,https://www.youtube.com/watch?v=HDR3rL3w_KU
8,suboxone high,date,Ue3paLWj1HM,https://www.youtube.com/watch?v=Ue3paLWj1HM
9,suboxone high,date,4C6dJWV7v1g,https://www.youtube.com/watch?v=4C6dJWV7v1g
10,suboxone high,date,dYeZ5L3i96M,https://www.youtube.com/watch?v=dYeZ5L3i96M
1,suboxone high,rating,ijTbnFuo81Y,https://www.youtube.com/watch?v=ijTbnFuo81Y
2,suboxone high,rating,QXWtqR3DvcA,https://www.youtube.com/watch?v=QXWtqR3DvcA
3,suboxone high,rating,dYeZ5L3i96M,https://www.youtube.com/watch?v=dYeZ5L3i96M
4,suboxone high,rating,QgznVR3bZh8,https://www.youtube.com/watch?v=QgznVR3bZh8
5,suboxone high,rating,zoGF27vzZ-s,https://www.youtube.com/watch?v=zoGF27vzZ-s
6,suboxone high,rating,tv1jsJCcf_w,https://www.youtube.com/watch?v=tv1jsJCcf_w
7,suboxone high,rating,eGy5KTbUANU,https://www.youtube.com/watch?v=eGy5KTbUANU
8,suboxone high,rating,nRKdE2rX1sg,https://www.youtube.com/watch?v=nRKdE2rX1sg
9,suboxone high,rating,9Qu-UPwOjmA,https://www.youtube.com/watch?v=9Qu-UPwOjmA
10,suboxone high,rating,DiVVMqgJ03I,https://www.youtube.com/watch?v=DiVVMqgJ03I
1,suboxone taper,relevance,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
2,suboxone taper,relevance,Kpwx0EWYYkQ,https://www.youtube.com/watch?v=Kpwx0EWYYkQ
3,suboxone taper,relevance,qeIz_Xf7FXQ,https://www.youtube.com/watch?v=qeIz_Xf7FXQ
4,suboxone taper,relevance,GVbAltBnzOw,https://www.youtube.com/watch?v=GVbAltBnzOw
5,suboxone taper,relevance,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
6,suboxone taper,relevance,Jt5ff7XYZzM,https://www.youtube.com/watch?v=Jt5ff7XYZzM
7,suboxone taper,relevance,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
8,suboxone taper,relevance,tboG2yFy1Cw,https://www.youtube.com/watch?v=tboG2yFy1Cw
9,suboxone taper,relevance,dDlE8QwoJ5U,https://www.youtube.com/watch?v=dDlE8QwoJ5U
10,suboxone taper,relevance,SjCZwqEE22Y,https://www.youtube.com/watch?v=SjCZwqEE22Y
1,suboxone taper,viewCount,HMchXc5lemU,https://www.youtube.com/watch?v=HMchXc5lemU
2,suboxone taper,viewCount,awsIWHoVct8,https://www.youtube.com/watch?v=awsIWHoVct8
3,suboxone taper,viewCount,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
4,suboxone taper,viewCount,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
5,suboxone taper,viewCount,JczoO7ogOS8,https://www.youtube.com/watch?v=JczoO7ogOS8
6,suboxone taper,viewCount,IRv65okZCnc,https://www.youtube.com/watch?v=IRv65okZCnc
7,suboxone taper,viewCount,pXYZgeDaMqE,https://www.youtube.com/watch?v=pXYZgeDaMqE
8,suboxone taper,viewCount,2LRKvlpUCHM,https://www.youtube.com/watch?v=2LRKvlpUCHM
9,suboxone taper,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
10,suboxone taper,viewCount,DiuJG3U_Oi0,https://www.youtube.com/watch?v=DiuJG3U_Oi0
1,suboxone taper,date,2tN73iD_nNw,https://www.youtube.com/watch?v=2tN73iD_nNw
2,suboxone taper,date,LWuPZ31jQSg,https://www.youtube.com/watch?v=LWuPZ31jQSg
3,suboxone taper,date,UWNtYymIBSU,https://www.youtube.com/watch?v=UWNtYymIBSU
4,suboxone taper,date,Ph8UgkCcVUE,https://www.youtube.com/watch?v=Ph8UgkCcVUE
5,suboxone taper,date,_Enw1oPPL6Y,https://www.youtube.com/watch?v=_Enw1oPPL6Y
6,suboxone taper,date,LDHRcOgy5Mc,https://www.youtube.com/watch?v=LDHRcOgy5Mc
7,suboxone taper,date,OYYSJlzt2LI,https://www.youtube.com/watch?v=OYYSJlzt2LI
8,suboxone taper,date,19NwwGohgVI,https://www.youtube.com/watch?v=19NwwGohgVI
9,suboxone taper,date,n1u1s-6jtgs,https://www.youtube.com/watch?v=n1u1s-6jtgs
10,suboxone taper,date,wLNZDbMwcUA,https://www.youtube.com/watch?v=wLNZDbMwcUA
1,suboxone taper,rating,TP0ToVYXQ-k,https://www.youtube.com/watch?v=TP0ToVYXQ-k
2,suboxone taper,rating,3Wy_eH3RzgI,https://www.youtube.com/watch?v=3Wy_eH3RzgI
3,suboxone taper,rating,0Algm7Gr880,https://www.youtube.com/watch?v=0Algm7Gr880
4,suboxone taper,rating,RNTnvsUcI-s,https://www.youtube.com/watch?v=RNTnvsUcI-s
5,suboxone taper,rating,o8blbs71Kw8,https://www.youtube.com/watch?v=o8blbs71Kw8
6,suboxone taper,rating,cFjxycLN6ks,https://www.youtube.com/watch?v=cFjxycLN6ks
7,suboxone taper,rating,bk2o9c1ples,https://www.youtube.com/watch?v=bk2o9c1ples
8,suboxone taper,rating,aWr5UKVXVV0,https://www.youtube.com/watch?v=aWr5UKVXVV0
9,suboxone taper,rating,xUKogx1pFlo,https://www.youtube.com/watch?v=xUKogx1pFlo
10,suboxone taper,rating,QYtFIdf2TN0,https://www.youtube.com/watch?v=QYtFIdf2TN0
1,suboxone strips,relevance,8gDCnmt29ls,https://www.youtube.com/watch?v=8gDCnmt29ls
2,suboxone strips,relevance,2z_cAmkFzBA,https://www.youtube.com/watch?v=2z_cAmkFzBA
3,suboxone strips,relevance,AGU-BM6dRqM,https://www.youtube.com/watch?v=AGU-BM6dRqM
4,suboxone strips,relevance,jr7kdcVJdUE,https://www.youtube.com/watch?v=jr7kdcVJdUE
5,suboxone strips,relevance,ctXutXKmfTE,https://www.youtube.com/watch?v=ctXutXKmfTE
6,suboxone strips,relevance,a_CfZdC_aSc,https://www.youtube.com/watch?v=a_CfZdC_aSc
7,suboxone strips,relevance,1eAinf-FsGE,https://www.youtube.com/watch?v=1eAinf-FsGE
8,suboxone strips,relevance,kwT_33k0zSE,https://www.youtube.com/watch?v=kwT_33k0zSE
9,suboxone strips,relevance,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
10,suboxone strips,relevance,4EcClL5yETc,https://www.youtube.com/watch?v=4EcClL5yETc
1,suboxone strips,viewCount,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
2,suboxone strips,viewCount,ttZ5ATKb-LE,https://www.youtube.com/watch?v=ttZ5ATKb-LE
3,suboxone strips,viewCount,pXYZgeDaMqE,https://www.youtube.com/watch?v=pXYZgeDaMqE
4,suboxone strips,viewCount,VijV2XM4i6s,https://www.youtube.com/watch?v=VijV2XM4i6s
5,suboxone strips,viewCount,tOIu77Uha1k,https://www.youtube.com/watch?v=tOIu77Uha1k
6,suboxone strips,viewCount,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
7,suboxone strips,viewCount,0CrEDEPiwps,https://www.youtube.com/watch?v=0CrEDEPiwps
8,suboxone strips,viewCount,yl1mmnclAHs,https://www.youtube.com/watch?v=yl1mmnclAHs
9,suboxone strips,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
10,suboxone strips,viewCount,nB7AmsGvCbw,https://www.youtube.com/watch?v=nB7AmsGvCbw
1,suboxone strips,date,fHx7rkz5few,https://www.youtube.com/watch?v=fHx7rkz5few
2,suboxone strips,date,apG_jN1KCR0,https://www.youtube.com/watch?v=apG_jN1KCR0
3,suboxone strips,date,faGfkDXX7zM,https://www.youtube.com/watch?v=faGfkDXX7zM
4,suboxone strips,date,BTo1JyGen1E,https://www.youtube.com/watch?v=BTo1JyGen1E
5,suboxone strips,date,TlMglYKJn6k,https://www.youtube.com/watch?v=TlMglYKJn6k
6,suboxone strips,date,0CrEDEPiwps,https://www.youtube.com/watch?v=0CrEDEPiwps
7,suboxone strips,date,nRKdE2rX1sg,https://www.youtube.com/watch?v=nRKdE2rX1sg
8,suboxone strips,date,nfZy-aHppME,https://www.youtube.com/watch?v=nfZy-aHppME
9,suboxone strips,date,Z3B5EwU2R6s,https://www.youtube.com/watch?v=Z3B5EwU2R6s
10,suboxone strips,date,Z3-X3ZbL9f8,https://www.youtube.com/watch?v=Z3-X3ZbL9f8
1,suboxone strips,rating,apG_jN1KCR0,https://www.youtube.com/watch?v=apG_jN1KCR0
2,suboxone strips,rating,Ha9LX6gfZYM,https://www.youtube.com/watch?v=Ha9LX6gfZYM
3,suboxone strips,rating,ijTbnFuo81Y,https://www.youtube.com/watch?v=ijTbnFuo81Y
4,suboxone strips,rating,sjKhryFwof8,https://www.youtube.com/watch?v=sjKhryFwof8
5,suboxone strips,rating,tfgyF8REZsM,https://www.youtube.com/watch?v=tfgyF8REZsM
6,suboxone strips,rating,UfQWOGOFNFA,https://www.youtube.com/watch?v=UfQWOGOFNFA
7,suboxone strips,rating,dYeZ5L3i96M,https://www.youtube.com/watch?v=dYeZ5L3i96M
8,suboxone strips,rating,EOyHKQwerfE,https://www.youtube.com/watch?v=EOyHKQwerfE
9,suboxone strips,rating,Z3B5EwU2R6s,https://www.youtube.com/watch?v=Z3B5EwU2R6s
10,suboxone strips,rating,-7VQcVwlHxw,https://www.youtube.com/watch?v=-7VQcVwlHxw
1,what is suboxone,relevance,EI6olrQ5o6U,https://www.youtube.com/watch?v=EI6olrQ5o6U
2,what is suboxone,relevance,GCOQ26LbDK0,https://www.youtube.com/watch?v=GCOQ26LbDK0
3,what is suboxone,relevance,HINrN1YlWC0,https://www.youtube.com/watch?v=HINrN1YlWC0
4,what is suboxone,relevance,qBT2hbXm9wY,https://www.youtube.com/watch?v=qBT2hbXm9wY
5,what is suboxone,relevance,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
6,what is suboxone,relevance,IsHBw6gBpSw,https://www.youtube.com/watch?v=IsHBw6gBpSw
7,what is suboxone,relevance,PQG6dqjlKNI,https://www.youtube.com/watch?v=PQG6dqjlKNI
8,what is suboxone,relevance,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
9,what is suboxone,relevance,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
10,what is suboxone,relevance,XPvKgBVJ3vc,https://www.youtube.com/watch?v=XPvKgBVJ3vc
1,what is suboxone,viewCount,X5PPExoAems,https://www.youtube.com/watch?v=X5PPExoAems
2,what is suboxone,viewCount,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
3,what is suboxone,viewCount,HefRfvBKmvo,https://www.youtube.com/watch?v=HefRfvBKmvo
4,what is suboxone,viewCount,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
5,what is suboxone,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
6,what is suboxone,viewCount,nB7AmsGvCbw,https://www.youtube.com/watch?v=nB7AmsGvCbw
7,what is suboxone,viewCount,kA4y2iyV6lI,https://www.youtube.com/watch?v=kA4y2iyV6lI
8,what is suboxone,viewCount,O7oRENsWKeU,https://www.youtube.com/watch?v=O7oRENsWKeU
9,what is suboxone,viewCount,LAhF3OrXA2U,https://www.youtube.com/watch?v=LAhF3OrXA2U
10,what is suboxone,viewCount,pdIa_Abfc80,https://www.youtube.com/watch?v=pdIa_Abfc80
1,what is suboxone,date,R_PrDlLcQr0,https://www.youtube.com/watch?v=R_PrDlLcQr0
2,what is suboxone,date,uDliEH4eg_M,https://www.youtube.com/watch?v=uDliEH4eg_M
3,what is suboxone,date,NwUII6syIt0,https://www.youtube.com/watch?v=NwUII6syIt0
4,what is suboxone,date,b8ECQv47iFE,https://www.youtube.com/watch?v=b8ECQv47iFE
5,what is suboxone,date,q0OaENUI3xI,https://www.youtube.com/watch?v=q0OaENUI3xI
6,what is suboxone,date,A_wF5fWPi58,https://www.youtube.com/watch?v=A_wF5fWPi58
7,what is suboxone,date,-84OqhQb3j4,https://www.youtube.com/watch?v=-84OqhQb3j4
8,what is suboxone,date,Bjf2dKgLANE,https://www.youtube.com/watch?v=Bjf2dKgLANE
9,what is suboxone,date,84SN_gqkS4E,https://www.youtube.com/watch?v=84SN_gqkS4E
10,what is suboxone,date,0EdLOAOAfXY,https://www.youtube.com/watch?v=0EdLOAOAfXY
1,what is suboxone,rating,bnYMze8rWlc,https://www.youtube.com/watch?v=bnYMze8rWlc
2,what is suboxone,rating,mpxvJ0d0J9E,https://www.youtube.com/watch?v=mpxvJ0d0J9E
3,what is suboxone,rating,tGVENHGSNf4,https://www.youtube.com/watch?v=tGVENHGSNf4
4,what is suboxone,rating,WTWPo1uMeQ8,https://www.youtube.com/watch?v=WTWPo1uMeQ8
5,what is suboxone,rating,b8ECQv47iFE,https://www.youtube.com/watch?v=b8ECQv47iFE
6,what is suboxone,rating,-gs85FTvzks,https://www.youtube.com/watch?v=-gs85FTvzks
7,what is suboxone,rating,JODgacfc4T4,https://www.youtube.com/watch?v=JODgacfc4T4
8,what is suboxone,rating,tWqI8KNnnNE,https://www.youtube.com/watch?v=tWqI8KNnnNE
9,what is suboxone,rating,0CCr-8kJ7Bw,https://www.youtube.com/watch?v=0CCr-8kJ7Bw
10,what is suboxone,rating,_NEc5S74_kg,https://www.youtube.com/watch?v=_NEc5S74_kg
1,suboxone film,relevance,AGU-BM6dRqM,https://www.youtube.com/watch?v=AGU-BM6dRqM
2,suboxone film,relevance,jr7kdcVJdUE,https://www.youtube.com/watch?v=jr7kdcVJdUE
3,suboxone film,relevance,8gDCnmt29ls,https://www.youtube.com/watch?v=8gDCnmt29ls
4,suboxone film,relevance,4EcClL5yETc,https://www.youtube.com/watch?v=4EcClL5yETc
5,suboxone film,relevance,2z_cAmkFzBA,https://www.youtube.com/watch?v=2z_cAmkFzBA
6,suboxone film,relevance,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
7,suboxone film,relevance,nB7AmsGvCbw,https://www.youtube.com/watch?v=nB7AmsGvCbw
8,suboxone film,relevance,LWAT9035cL4,https://www.youtube.com/watch?v=LWAT9035cL4
9,suboxone film,relevance,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
10,suboxone film,relevance,52bXzjYjGtA,https://www.youtube.com/watch?v=52bXzjYjGtA
1,suboxone film,viewCount,ttZ5ATKb-LE,https://www.youtube.com/watch?v=ttZ5ATKb-LE
2,suboxone film,viewCount,pXYZgeDaMqE,https://www.youtube.com/watch?v=pXYZgeDaMqE
3,suboxone film,viewCount,TcKe9MlAwKY,https://www.youtube.com/watch?v=TcKe9MlAwKY
4,suboxone film,viewCount,yl1mmnclAHs,https://www.youtube.com/watch?v=yl1mmnclAHs
5,suboxone film,viewCount,yBUu-m9zDK8,https://www.youtube.com/watch?v=yBUu-m9zDK8
6,suboxone film,viewCount,nB7AmsGvCbw,https://www.youtube.com/watch?v=nB7AmsGvCbw
7,suboxone film,viewCount,fTcGyWDDg5s,https://www.youtube.com/watch?v=fTcGyWDDg5s
8,suboxone film,viewCount,HEuMgGJ6B48,https://www.youtube.com/watch?v=HEuMgGJ6B48
9,suboxone film,viewCount,Rs-DK982u6s,https://www.youtube.com/watch?v=Rs-DK982u6s
10,suboxone film,viewCount,1prvu0T4WGg,https://www.youtube.com/watch?v=1prvu0T4WGg
1,suboxone film,date,mtBDmxdukqU,https://www.youtube.com/watch?v=mtBDmxdukqU
2,suboxone film,date,FST0exBtdmc,https://www.youtube.com/watch?v=FST0exBtdmc
3,suboxone film,date,P6yglQGNTuU,https://www.youtube.com/watch?v=P6yglQGNTuU
4,suboxone film,date,Kpwx0EWYYkQ,https://www.youtube.com/watch?v=Kpwx0EWYYkQ
5,suboxone film,date,wB2t1owx3Xc,https://www.youtube.com/watch?v=wB2t1owx3Xc
6,suboxone film,date,fV-LLMZTjGA,https://www.youtube.com/watch?v=fV-LLMZTjGA
7,suboxone film,date,4EcClL5yETc,https://www.youtube.com/watch?v=4EcClL5yETc
8,suboxone film,date,kb1UgNYeEOY,https://www.youtube.com/watch?v=kb1UgNYeEOY
9,suboxone film,date,GD6-dsZOizE,https://www.youtube.com/watch?v=GD6-dsZOizE
10,suboxone film,date,_y8DGjkP1so,https://www.youtube.com/watch?v=_y8DGjkP1so
1,suboxone film,rating,Wut1MVo3I5U,https://www.youtube.com/watch?v=Wut1MVo3I5U
2,suboxone film,rating,I7fM_JU6UMQ,https://www.youtube.com/watch?v=I7fM_JU6UMQ
3,suboxone film,rating,Z0vBwRLCHrM,https://www.youtube.com/watch?v=Z0vBwRLCHrM
4,suboxone film,rating,0RkpSTlvvj0,https://www.youtube.com/watch?v=0RkpSTlvvj0
5,suboxone film,rating,GD6-dsZOizE,https://www.youtube.com/watch?v=GD6-dsZOizE
6,suboxone film,rating,Jowvf4RjIXQ,https://www.youtube.com/watch?v=Jowvf4RjIXQ
7,suboxone film,rating,P6yglQGNTuU,https://www.youtube.com/watch?v=P6yglQGNTuU
8,suboxone film,rating,mtBDmxdukqU,https://www.youtube.com/watch?v=mtBDmxdukqU
9,suboxone film,rating,Kpwx0EWYYkQ,https://www.youtube.com/watch?v=Kpwx0EWYYkQ
10,suboxone film,rating,6EwDDWDa2dA,https://www.youtube.com/watch?v=6EwDDWDa2dA
1,methadone,relevance,dw6laQ4-Zgs,https://www.youtube.com/watch?v=dw6laQ4-Zgs
2,methadone,relevance,mPm9BLFHgwQ,https://www.youtube.com/watch?v=mPm9BLFHgwQ
3,methadone,relevance,fZ7GMj2TFCk,https://www.youtube.com/watch?v=fZ7GMj2TFCk
4,methadone,relevance,HIprex2Byl8,https://www.youtube.com/watch?v=HIprex2Byl8
5,methadone,relevance,cllz1mnBzcY,https://www.youtube.com/watch?v=cllz1mnBzcY
6,methadone,relevance,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
7,methadone,relevance,Xr9WAgscgLg,https://www.youtube.com/watch?v=Xr9WAgscgLg
8,methadone,relevance,1PxdRekV_N8,https://www.youtube.com/watch?v=1PxdRekV_N8
9,methadone,relevance,SK-ruS7WHSk,https://www.youtube.com/watch?v=SK-ruS7WHSk
10,methadone,relevance,Eax7n3_O6gw,https://www.youtube.com/watch?v=Eax7n3_O6gw
1,methadone,viewCount,SY44e1OOQGQ,https://www.youtube.com/watch?v=SY44e1OOQGQ
2,methadone,viewCount,7A-eW3Nb4IQ,https://www.youtube.com/watch?v=7A-eW3Nb4IQ
3,methadone,viewCount,3zj8bITPNY0,https://www.youtube.com/watch?v=3zj8bITPNY0
4,methadone,viewCount,Qm3_WSk5myM,https://www.youtube.com/watch?v=Qm3_WSk5myM
5,methadone,viewCount,4F9QSJAWFeg,https://www.youtube.com/watch?v=4F9QSJAWFeg
6,methadone,viewCount,MbvTXPWNTd8,https://www.youtube.com/watch?v=MbvTXPWNTd8
7,methadone,viewCount,uQyTeAj82KA,https://www.youtube.com/watch?v=uQyTeAj82KA
8,methadone,viewCount,8jpuN8L-yrE,https://www.youtube.com/watch?v=8jpuN8L-yrE
9,methadone,viewCount,zN9NDZ6lgaM,https://www.youtube.com/watch?v=zN9NDZ6lgaM
10,methadone,viewCount,sSOyQYdH5SM,https://www.youtube.com/watch?v=sSOyQYdH5SM
1,methadone,date,SU41_UfATgo,https://www.youtube.com/watch?v=SU41_UfATgo
2,methadone,date,IqYahemzTyo,https://www.youtube.com/watch?v=IqYahemzTyo
3,methadone,date,WakXxxLaGhw,https://www.youtube.com/watch?v=WakXxxLaGhw
4,methadone,date,TIRw5Y7SmAI,https://www.youtube.com/watch?v=TIRw5Y7SmAI
5,methadone,date,araU4o3tRws,https://www.youtube.com/watch?v=araU4o3tRws
6,methadone,date,ZcBvY6Y5IlQ,https://www.youtube.com/watch?v=ZcBvY6Y5IlQ
7,methadone,date,FAXaiPRwEnc,https://www.youtube.com/watch?v=FAXaiPRwEnc
8,methadone,date,5iJVqeUcnsE,https://www.youtube.com/watch?v=5iJVqeUcnsE
9,methadone,date,Iw58x1sj7co,https://www.youtube.com/watch?v=Iw58x1sj7co
10,methadone,date,Buydv-PGFqs,https://www.youtube.com/watch?v=Buydv-PGFqs
1,methadone,rating,nrh_jUAfKLA,https://www.youtube.com/watch?v=nrh_jUAfKLA
2,methadone,rating,drOwU2wYlLw,https://www.youtube.com/watch?v=drOwU2wYlLw
3,methadone,rating,PwSD4qvVBMM,https://www.youtube.com/watch?v=PwSD4qvVBMM
4,methadone,rating,tMPbazJJ_vw,https://www.youtube.com/watch?v=tMPbazJJ_vw
5,methadone,rating,MNiRh2gOHKw,https://www.youtube.com/watch?v=MNiRh2gOHKw
6,methadone,rating,qcBqNlFykcs,https://www.youtube.com/watch?v=qcBqNlFykcs
7,methadone,rating,UcwAsCnyDY0,https://www.youtube.com/watch?v=UcwAsCnyDY0
8,methadone,rating,4smL18U8v-Y,https://www.youtube.com/watch?v=4smL18U8v-Y
9,methadone,rating,dIftgkU60IY,https://www.youtube.com/watch?v=dIftgkU60IY
10,methadone,rating,GrqnDXvoafg,https://www.youtube.com/watch?v=GrqnDXvoafg
1,methadone clinic,relevance,dw6laQ4-Zgs,https://www.youtube.com/watch?v=dw6laQ4-Zgs
2,methadone clinic,relevance,SK-ruS7WHSk,https://www.youtube.com/watch?v=SK-ruS7WHSk
3,methadone clinic,relevance,fZ7GMj2TFCk,https://www.youtube.com/watch?v=fZ7GMj2TFCk
4,methadone clinic,relevance,9v-urm-OcDQ,https://www.youtube.com/watch?v=9v-urm-OcDQ
5,methadone clinic,relevance,3xSjySt3oH4,https://www.youtube.com/watch?v=3xSjySt3oH4
